@relation 'AT: wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.514density+0.438alcohol-0.428residualsugar-0.408totalsulfur-0.296freesulfur... numeric
@attribute -0.581fixedacid+0.577pH-0.334citricacid+0.321freesulfur+0.261totalsulfur... numeric
@attribute 0.581volacid-0.523citricacid-0.446sulphates-0.264freesulfur+0.231residualsugar... numeric
@attribute '0.77 chlorides+0.348sulphates-0.296freesulfur-0.288residualsugar+0.247volacid...' numeric
@attribute '0.661volacid+0.423sulphates+0.332alcohol+0.29 totalsulfur+0.281fixedacid...' numeric
@attribute 0.528sulphates-0.497freesulfur-0.351chlorides+0.322density+0.271residualsugar... numeric
@attribute -0.714citricacid-0.409pH+0.287sulphates-0.274volacid-0.22residualsugar... numeric
@attribute -0.579fixedacid-0.553pH+0.374residualsugar+0.296sulphates-0.228totalsulfur... numeric
@attribute '0.627alcohol+0.403residualsugar+0.397chlorides+0.329fixedacid+0.25 pH...' numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
0.955632,-0.324715,-1.275517,0.330889,0.557373,-0.123119,1.335446,0.771454,-0.363105,6
2.077057,-2.24968,-0.13854,-0.659836,-0.92702,-0.033585,1.452775,-0.389619,0.094989,8
1.994322,0.582637,-0.428597,-0.911586,-0.421456,0.050263,-0.747418,0.456718,0.915947,7
-0.979056,-0.815958,0.717689,1.021444,0.374851,1.506143,-1.263558,-1.815204,0.163094,5
2.573047,1.525585,0.08027,-0.565574,0.700154,-1.073728,-0.956816,-0.257778,0.399769,7
1.175292,-1.480254,0.290115,2.212114,5.809715,2.06756,2.019673,0.060108,0.716173,6
-1.440769,0.346874,-0.430608,-0.117398,-0.148714,-0.197987,-0.188255,-0.279707,-0.606401,5
2.573047,1.525585,0.08027,-0.565574,0.700154,-1.073728,-0.956816,-0.257778,0.399769,7
2.883342,-2.053995,1.351524,0.246792,0.002681,0.524818,-0.61794,-0.612637,0.628732,6
1.564565,-0.999848,-2.066306,-0.120677,0.018164,0.841658,1.637714,0.433128,0.034208,6
1.793063,0.189632,0.310213,-1.11668,-0.298858,-1.327875,-0.319394,-0.058316,-0.093979,6
-0.534773,-0.749194,0.215465,-0.383446,-1.341153,0.809866,0.463493,-0.901084,-0.019049,6
-2.077511,-0.416781,-0.218462,0.096204,-0.494184,0.523352,1.449922,0.825031,0.232872,6
0.804751,-1.050184,1.055463,-0.775419,0.74487,0.574048,0.137742,-0.054591,0.825919,6
1.574286,0.919632,-0.626083,-0.569875,-0.287279,0.149823,-0.018815,-0.770921,-0.005161,6
1.67362,-1.082336,-0.447662,-0.929383,-0.952842,-0.405277,0.109538,-0.074816,-0.159306,7
-1.649772,0.768751,-0.492556,-0.615552,-0.310101,-0.571398,-0.065702,-0.266932,-0.61437,5
-2.077511,-0.416781,-0.218462,0.096204,-0.494184,0.523352,1.449922,0.825031,0.232872,6
0.201046,-0.021846,0.573576,0.386391,-0.293434,0.531299,0.622014,-0.487944,-0.867913,6
0.628439,0.108194,1.22464,-0.987183,-0.818282,0.296076,-0.530974,0.360195,0.036439,6
0.628439,0.108194,1.22464,-0.987183,-0.818282,0.296076,-0.530974,0.360195,0.036439,6
1.202481,0.824384,0.649953,-1.205378,-0.931419,0.245234,-0.725539,0.464396,0.122482,6
-3.015684,-0.599095,-0.202241,-0.509989,-0.709265,0.509659,-0.771084,1.132422,-0.63141,6
0.589706,-0.466422,-0.011398,-0.003752,0.70013,0.215371,0.735281,-0.187425,-1.693293,6
-2.199812,0.405517,0.596232,-1.04107,-1.35654,0.923371,-0.889245,0.133116,0.035996,5
-2.199812,0.405517,0.596232,-1.04107,-1.35654,0.923371,-0.889245,0.133116,0.035996,5
-2.987055,0.734266,-0.085164,3.490891,-1.635291,-3.582797,0.246563,0.129719,1.683993,6
-2.943024,0.557794,-0.080559,3.606177,-1.64907,-3.481277,0.178962,0.056283,1.686152,6
-2.199812,0.405517,0.596232,-1.04107,-1.35654,0.923371,-0.889245,0.133116,0.035996,5
-1.686968,0.602468,-0.87025,-0.462628,-0.197393,-0.560169,-0.177446,-0.375133,-0.540376,6
-3.368858,0.785167,-1.256794,-0.179503,0.980018,1.403916,0.882666,-0.067112,0.400728,5
-1.655604,0.753822,-0.710392,-0.528565,-0.01657,-0.526109,0.204523,-0.265945,-0.445404,6
-1.150251,-0.017678,-0.614576,-0.279157,0.797156,0.388734,1.168073,-0.470345,0.146686,6
-2.835048,-1.93427,-1.295292,0.994314,2.110838,2.102601,-0.820665,0.892718,-0.687852,5
0.95999,0.782914,-0.444064,0.426946,0.11337,0.919092,0.313857,-1.660823,0.225571,6
-0.142329,-0.726871,-0.449886,-1.68306,-0.116126,-1.094639,0.893861,-0.163423,0.154302,6
1.19462,-0.37969,-0.559258,-0.248678,-0.812782,-0.602797,0.884005,0.402839,-0.649164,6
2.245484,0.464713,-0.736439,0.790919,0.629967,1.167294,0.26619,0.53075,-0.128351,7
-1.836712,0.786683,0.643423,0.495949,-0.128642,0.078998,0.849539,-0.526763,-0.299079,5
-1.66839,-0.851196,1.238033,0.917628,1.869372,0.285074,-0.183858,-0.690976,-0.554098,5
0.309514,-1.353834,1.35045,1.34436,1.668359,0.206921,-0.054203,-0.734942,-0.851563,5
2.245484,0.464713,-0.736439,0.790919,0.629967,1.167294,0.26619,0.53075,-0.128351,7
-0.793749,0.071151,0.269224,-0.366999,0.172943,-0.216476,0.520975,0.209957,0.372752,6
-2.641972,1.759968,0.094814,-0.891631,1.017681,-1.387474,0.533762,0.470041,0.291089,6
-0.221647,-0.763927,0.244246,-0.153722,-1.046913,0.851167,0.466242,-0.106255,0.38326,7
-1.502105,-0.623166,2.872852,1.214866,0.862411,-0.310169,-2.088967,-0.168619,-0.410873,5
-0.932634,0.487571,-1.47893,0.708842,0.808516,0.837511,1.537977,-1.032293,-0.021292,6
2.116285,-1.476507,0.808214,0.02963,-0.998088,0.520975,-0.178795,0.444272,-0.632142,6
2.116285,-1.476507,0.808214,0.02963,-0.998088,0.520975,-0.178795,0.444272,-0.632142,6
2.621893,0.339325,1.141118,0.203547,1.54384,0.399993,-0.211534,0.199293,0.619452,7
-1.516755,-0.361622,-0.048915,0.004842,-0.064924,0.395651,0.419731,0.586204,0.648374,6
-1.516755,-0.361622,-0.048915,0.004842,-0.064924,0.395651,0.419731,0.586204,0.648374,6
0.32504,3.479482,-3.705086,0.149328,1.568992,-0.537052,1.318595,1.155265,0.590046,8
3.244299,0.700704,0.80944,-0.170468,-0.480793,0.257997,-0.899532,-0.106628,-0.130171,8
3.261546,-0.964045,0.716781,-0.421133,-2.250739,0.293503,-0.069967,0.439945,-0.923667,5
0.841216,1.049475,-0.041489,0.018209,-2.441398,1.207364,-0.054604,-0.204927,-0.773816,5
-0.447929,-0.522525,-0.757408,0.49601,-0.507414,0.778274,0.302182,-0.777429,0.444116,6
0.922512,-0.581926,0.394344,0.780976,0.153044,-0.152436,-0.36599,-1.195349,-0.398231,5
2.155685,-1.559961,0.618211,0.336981,0.014881,-0.444589,-0.4118,-0.992274,0.449588,6
-1.482922,-0.633159,-0.333192,-0.941442,-0.964047,-0.804751,0.922082,-0.881962,0.407753,6
2.155685,-1.559961,0.618211,0.336981,0.014881,-0.444589,-0.4118,-0.992274,0.449588,6
0.922512,-0.581926,0.394344,0.780976,0.153044,-0.152436,-0.36599,-1.195349,-0.398231,5
1.884352,-1.121864,0.177106,0.349362,1.7897,0.528706,0.274377,0.468588,0.494384,7
0.225702,-0.688885,1.264125,-0.767324,0.334748,-0.910681,-0.51645,0.344717,0.724672,8
0.225702,-0.688885,1.264125,-0.767324,0.334748,-0.910681,-0.51645,0.344717,0.724672,8
0.151296,-0.700328,1.310227,-0.751252,0.314473,-0.846126,-0.534853,0.330973,0.678396,8
1.346899,-0.481606,-1.032178,0.345455,-0.098842,0.550811,0.087664,-0.791519,0.47912,6
1.884352,-1.121864,0.177106,0.349362,1.7897,0.528706,0.274377,0.468588,0.494384,7
1.7521,-0.443083,-0.865019,-0.925504,-0.191574,-0.671648,0.255733,0.346164,-0.345509,5
2.77125,0.454567,-0.11414,0.205453,-0.529899,0.4224,-1.022664,-0.489941,0.208151,5
-12.782926,-0.522147,6.777146,0.032497,3.629263,8.390092,-7.74752,2.63416,5.939205,6
-1.040282,0.902826,-0.880475,0.335869,0.119509,0.530187,0.387219,-0.771534,0.348265,6
-1.086449,0.902761,-0.855605,0.304858,0.115224,0.559394,0.363518,-0.731282,0.391688,6
-3.011238,0.546338,1.191751,0.520553,-1.375472,0.894481,0.037014,1.032247,1.142135,5
-3.011238,0.546338,1.191751,0.520553,-1.375472,0.894481,0.037014,1.032247,1.142135,5
-1.497338,-0.033853,0.176273,1.171286,0.824726,-0.537022,-0.257657,0.102557,-0.695277,5
-1.539139,-0.086318,0.156996,1.085519,0.834499,-0.634046,-0.303055,0.112507,-0.742808,5
-1.040282,0.902826,-0.880475,0.335869,0.119509,0.530187,0.387219,-0.771534,0.348265,6
-1.678064,0.426409,-0.772374,-0.20827,0.058746,-0.347305,-0.340048,-0.110204,-0.523904,5
2.752607,0.483836,-0.068916,-0.222082,1.555267,-0.652144,-0.167112,0.61703,0.775662,7
-1.602308,-0.959738,0.321033,0.098515,-0.063852,-0.567191,-1.323907,0.426729,-0.747598,5
1.331532,-0.467552,-0.016719,-0.258819,-0.503856,1.317004,0.038699,0.933621,-0.240678,8
-1.602308,-0.959738,0.321033,0.098515,-0.063852,-0.567191,-1.323907,0.426729,-0.747598,5
1.669959,-0.173302,0.031733,-0.139148,0.378682,-0.555475,0.039639,-0.204817,-0.126261,7
1.919391,0.12581,-1.580258,-0.605262,0.054072,-0.82198,0.318481,0.317219,0.463055,7
-1.678064,0.426409,-0.772374,-0.20827,0.058746,-0.347305,-0.340048,-0.110204,-0.523904,5
1.907564,0.27244,0.281253,-0.137157,-2.215331,0.760922,-0.675288,0.283319,-0.343891,6
0.900319,0.395414,0.548201,-1.256489,-1.827241,0.969299,-1.142175,1.1305,0.673673,8
-2.653873,-1.79181,-1.864285,-0.89801,-0.584305,-0.135828,-1.430482,0.468476,-0.770098,5
1.805668,2.128389,-0.93025,1.294851,1.184626,0.767467,-0.305667,0.357277,0.344544,7
1.889889,-1.817309,-0.03442,-0.737329,0.652752,0.033232,0.722906,0.203319,0.242712,7
1.109747,0.496509,-1.203596,-0.057736,-0.708455,1.194095,0.14418,-0.585524,-0.577683,6
1.805668,2.128389,-0.93025,1.294851,1.184626,0.767467,-0.305667,0.357277,0.344544,7
3.463022,-0.594014,-0.547586,-0.405622,-0.708299,-0.139165,-0.985478,-0.226109,0.717975,7
2.489939,-0.287259,1.311652,0.343857,-0.263624,0.010808,-0.146649,-0.360552,-0.360135,5
-1.95204,-0.518453,-0.81425,-1.394102,-1.798981,-1.75982,0.073898,1.563899,-0.58466,4
1.401506,1.824772,-1.014593,-0.586672,-0.601744,-1.317928,-0.490621,-0.416379,0.430732,6
-1.621199,-2.091141,-1.336362,4.013362,-1.212512,-3.602107,-1.990914,1.125759,-0.263957,5
-1.781212,2.044006,-0.657392,1.089309,1.36433,0.037727,-1.446006,-1.240732,-0.34413,5
2.245156,-1.834005,0.092573,-0.059224,0.221403,0.331895,0.112805,0.572743,0.865285,6
-1.41823,0.156288,-0.787069,-0.051388,0.212663,-0.268843,0.156298,-0.350754,-0.389122,6
0.381861,0.858604,0.044989,0.016033,-0.1412,-0.564464,0.997147,0.116068,-0.302131,6
-1.883886,0.718241,-0.914627,-0.086811,-0.50131,-0.609337,-0.438377,-0.181843,-0.618527,6
1.514609,1.154439,-0.964412,-1.152425,-1.03726,-1.282416,-0.107832,-0.880976,0.38182,7
-1.179238,-0.308176,0.882795,-1.146926,-0.250964,0.139791,-0.633305,0.152708,1.171142,5
2.348119,-0.455093,-0.705358,0.226693,-0.67743,1.125703,0.604617,0.395313,-0.408975,6
1.4061,-0.523364,1.563828,0.444562,0.66749,-0.549018,-0.457946,-0.645045,0.140799,7
0.381861,0.858604,0.044989,0.016033,-0.1412,-0.564464,0.997147,0.116068,-0.302131,6
-1.883886,0.718241,-0.914627,-0.086811,-0.50131,-0.609337,-0.438377,-0.181843,-0.618527,6
-0.791032,-0.014403,0.113467,-0.065375,-0.031928,0.381683,0.1851,-0.304165,0.542587,6
2.038006,-0.842747,-0.746762,0.051578,-0.58726,1.049939,0.929516,0.521801,-0.137619,7
2.349015,0.112556,0.178988,-0.593682,-1.071385,-0.998091,0.151389,0.527749,-0.621053,7
1.790447,-0.405965,1.028834,-0.053934,0.062485,-0.358903,-0.665809,0.079677,-0.351046,6
1.928711,0.51127,0.909999,0.41698,-0.431452,-0.19675,-1.392511,0.115007,-1.214604,6
1.316037,-0.074125,-0.407829,0.487304,-1.430228,-0.03964,-0.419743,0.352761,-0.963585,6
1.269823,-0.315436,0.03209,-0.274977,-0.435716,1.404985,0.215723,0.783475,-0.106612,7
-3.380292,-0.885368,0.818636,5.044754,0.522406,-0.996544,0.566933,0.609341,1.469106,5
-2.44226,0.012118,0.397244,-0.52352,-0.653901,0.386504,0.675364,1.123116,0.137515,5
-0.228656,-1.392055,0.114282,0.472227,-0.594005,1.278053,0.410416,0.75639,0.145323,5
1.058406,-1.269115,-1.080981,-0.506502,0.401711,-1.14413,0.513606,-0.584518,0.343509,5
1.864906,2.404875,-1.743034,0.048264,-1.026859,0.741703,-0.958269,-0.215363,-0.489813,6
1.051839,-0.209819,0.370875,-0.296259,-1.088313,-0.210262,0.141859,0.421368,0.249325,6
0.748369,0.596424,0.403054,-0.904784,0.625828,-0.508261,0.087431,-0.511296,0.104959,7
2.173119,1.433178,-2.536645,0.370915,-0.142641,0.228184,-2.007251,0.139329,-0.211753,7
2.180372,0.494381,-0.65922,-0.362854,1.002484,0.281281,0.08005,0.645745,0.588483,8
0.748369,0.596424,0.403054,-0.904784,0.625828,-0.508261,0.087431,-0.511296,0.104959,7
1.001577,0.742904,-1.754418,0.237466,0.32798,0.396387,0.669972,0.286974,-0.517889,6
1.051839,-0.209819,0.370875,-0.296259,-1.088313,-0.210262,0.141859,0.421368,0.249325,6
3.382673,1.985127,-1.122527,-0.078325,-1.563323,1.09883,-1.082627,-0.044384,0.27072,6
1.864906,2.404875,-1.743034,0.048264,-1.026859,0.741703,-0.958269,-0.215363,-0.489813,6
1.570724,1.009946,-1.339515,0.009977,-0.918438,-0.054888,-1.013675,0.092328,-1.01907,6
2.673457,-0.129245,0.717379,0.012455,2.279552,-0.238422,-0.38079,0.343168,-0.357733,7
1.42557,2.660328,-3.259425,0.412756,2.02397,0.609176,1.19607,2.317251,-0.129136,7
2.092765,-0.962457,-1.069861,0.011407,-0.668906,0.291903,0.358292,0.700867,-0.224617,6
-1.11308,0.621239,0.35793,-1.502918,-0.834547,-0.279512,-0.411334,0.526324,0.879111,5
-1.723047,-0.507439,-1.676807,-1.123267,-0.850319,-1.970197,-0.085222,0.832408,-1.023994,5
2.863372,0.246398,0.959876,-0.189201,0.113535,-0.709632,-0.545251,0.578606,-0.722608,6
1.716732,-1.172012,-0.178993,-0.878946,-0.108599,-0.687244,1.014693,0.507993,0.227697,7
-0.056877,-0.176656,0.352212,-0.584012,-0.786134,-0.092626,0.072175,-0.47367,-0.127995,5
1.453907,-0.267924,-0.568966,-0.31367,1.278947,0.709211,0.305687,1.104588,0.933028,7
1.510608,-0.600809,1.284045,-0.573097,1.000058,0.360932,-0.757964,0.838745,1.13092,6
2.165691,0.494108,-0.538043,-0.031436,-0.505456,0.866254,0.117782,0.077009,0.201525,5
1.588998,1.545882,0.206685,-1.432573,-0.051201,-2.223915,-0.314836,1.092894,0.248368,8
0.136898,-0.158418,0.056085,-0.767751,-0.9088,-0.831199,0.338963,-0.523518,-0.211574,6
-3.227336,1.187389,-0.036685,0.070732,1.216665,-1.012965,-0.876785,-0.368253,-0.708836,5
0.637578,2.632468,-3.423755,-0.097239,1.427929,-0.177036,1.288142,0.986478,0.631569,7
2.475611,-0.610078,-1.034513,0.111071,-1.17315,0.106971,0.22415,0.753186,0.156494,7
0.196284,2.231219,0.744887,1.666418,0.80128,0.813688,-0.834058,-1.7169,-0.36486,5
-1.522276,1.168253,-0.52566,0.413959,0.692456,-0.066065,-0.622692,-0.957126,0.223922,5
-3.227336,1.187389,-0.036685,0.070732,1.216665,-1.012965,-0.876785,-0.368253,-0.708836,5
-1.960574,1.551492,0.233285,-0.682141,-1.252649,0.214568,0.053394,0.061474,0.294762,5
-0.70453,1.535145,1.483765,-0.250312,0.036018,0.686808,0.520965,-0.220809,-0.441308,5
2.634585,1.025829,-0.271573,0.082646,-0.804701,0.36677,0.160461,0.398631,-0.152608,6
1.492125,0.951961,-0.904879,0.150067,0.117682,0.163947,0.208882,-0.110966,-0.380999,7
-0.452236,-0.473317,0.343167,1.073308,0.063649,-1.025342,1.141845,-0.738793,-0.052473,5
-1.711851,0.526536,-0.747917,-0.369226,-0.186665,-0.930942,-0.524905,-0.187812,-0.696419,5
2.634585,1.025829,-0.271573,0.082646,-0.804701,0.36677,0.160461,0.398631,-0.152608,6
2.551698,0.129407,-0.524603,0.00039,-0.695999,0.510697,0.099437,0.357012,-0.29552,6
2.546873,0.127136,-0.60633,-0.079702,-0.817177,0.494887,0.250781,0.39194,-0.255442,6
-0.70453,1.535145,1.483765,-0.250312,0.036018,0.686808,0.520965,-0.220809,-0.441308,5
2.02471,-1.300455,-1.197402,0.121422,-0.632093,0.137365,0.679708,0.808277,-0.190756,6
2.02471,-1.300455,-1.197402,0.121422,-0.632093,0.137365,0.679708,0.808277,-0.190756,6
1.720776,1.156578,0.972506,-0.082019,1.13223,-2.116289,-0.314991,0.521883,0.693717,6
2.623121,-0.601095,-0.141984,-0.233459,1.41716,-0.751733,-0.826843,0.033188,0.6852,7
2.709099,-0.266167,0.430346,-0.277194,-0.236238,0.641716,0.272919,1.345235,-1.07908,6
0.176399,0.100798,-0.135522,-0.967805,-1.246541,0.047842,-0.094098,0.368437,0.308174,5
-0.090543,-1.964067,0.662345,-0.562528,-0.148487,1.234114,-0.54145,0.747412,0.1727,4
1.769097,-0.383216,0.514008,-1.55398,1.68061,-1.714125,-1.692142,0.46753,-0.103212,8
0.324055,-0.307679,-0.318113,-0.925984,-0.020749,-0.039464,0.599436,0.392979,-0.138101,6
-1.795703,-0.289597,0.603456,-0.542811,-1.055371,0.973609,0.404832,1.038543,-0.023191,6
3.202056,1.293624,-1.890102,0.901672,-0.131311,2.286555,0.292386,1.842136,-0.347427,8
0.449154,-0.929609,0.889503,-1.47687,0.366494,-1.475416,0.057402,0.654115,0.557559,7
-1.795703,-0.289597,0.603456,-0.542811,-1.055371,0.973609,0.404832,1.038543,-0.023191,6
0.654229,2.535929,-3.517113,0.550585,1.816473,-0.066891,1.22135,2.034928,-0.201303,8
3.202056,1.293624,-1.890102,0.901672,-0.131311,2.286555,0.292386,1.842136,-0.347427,8
-1.765672,1.142452,-0.391794,-1.254315,0.289683,-0.732189,0.368543,0.591307,0.061636,6
0.324055,-0.307679,-0.318113,-0.925984,-0.020749,-0.039464,0.599436,0.392979,-0.138101,6
2.297018,0.573673,0.519348,0.014334,-1.992805,0.705198,-0.511021,0.068315,-1.366087,5
2.607974,-2.125435,1.168245,-0.748274,-0.494055,-0.345694,0.376836,0.045287,-0.753229,4
2.297282,0.704844,0.349788,0.00063,-2.27425,0.761146,-0.27683,0.145579,-1.277419,5
-1.719404,0.152197,-0.602662,-1.08743,0.746864,-0.792743,1.083626,-0.458338,0.164347,5
-0.392661,-0.362786,-0.015251,-1.147113,-1.856214,0.371135,0.254954,-0.078971,0.461672,8
-0.392661,-0.362786,-0.015251,-1.147113,-1.856214,0.371135,0.254954,-0.078971,0.461672,8
0.256793,-0.735198,0.336658,-0.241958,0.577654,1.947449,0.245422,0.399159,-0.238043,5
-1.547359,0.075489,-0.608423,-0.576172,-0.081054,-0.271647,-0.546094,-0.100816,-0.7933,5
3.420996,2.337934,-0.738939,-0.681569,1.602382,-0.652727,-0.578756,1.205407,0.05916,8
1.38053,1.482432,1.071764,-0.863113,-1.012684,0.259101,-1.229721,0.461869,-0.241915,6
0.960863,-0.135879,0.677864,0.952672,-0.768074,0.9397,0.793051,0.503455,-1.751697,5
1.012733,0.273056,-0.079174,0.627394,-0.972549,1.353128,0.556811,-1.251598,0.062642,5
0.93292,-0.201322,0.624533,0.841487,-0.8113,0.895483,0.829884,0.405724,-1.707994,5
0.960863,-0.135879,0.677864,0.952672,-0.768074,0.9397,0.793051,0.503455,-1.751697,5
2.591339,0.479801,-0.378004,0.338336,0.510069,0.679054,-0.128804,0.550541,0.530854,7
0.778822,-0.557104,1.001954,-0.137928,0.561159,-0.058198,0.349515,-0.268044,0.446231,5
2.096345,-0.425252,-1.285283,-0.597559,-0.458566,-0.185718,1.3085,1.21642,-0.206126,6
1.012733,0.273056,-0.079174,0.627394,-0.972549,1.353128,0.556811,-1.251598,0.062642,5
2.401848,-1.703952,0.806077,-0.922719,2.133118,-0.057153,0.923162,1.582059,0.222633,7
-0.932081,-0.976823,-1.038537,-0.980877,-0.431015,1.221091,0.72833,0.86095,1.322234,7
1.350065,3.381027,-1.087263,0.681038,-0.942115,1.142339,-0.566266,-1.521905,0.502944,5
-1.861426,-0.392421,0.601959,-0.133307,-0.968803,1.252171,0.390618,1.20405,-0.05218,6
-1.861426,-0.392421,0.601959,-0.133307,-0.968803,1.252171,0.390618,1.20405,-0.05218,6
1.0167,-1.059692,0.770802,0.640533,-0.742888,0.287619,0.804893,-0.631911,-0.528503,5
0.648401,0.237632,0.406215,-0.413621,-0.724902,0.034102,0.801551,0.392837,-0.309616,6
-0.880248,-0.989104,-0.897742,0.015317,-0.52972,-0.12463,0.537785,0.372082,0.248615,6
-0.020609,-0.48616,-1.771091,-0.929099,0.200336,-1.769918,1.612648,-0.579367,0.454565,6
0.850787,-0.462896,0.561933,-1.313208,0.333249,-0.446222,-1.157536,0.255759,0.547595,6
-1.12028,-0.166562,0.66818,-0.701453,-0.522968,0.282889,1.399896,1.191344,-0.066441,6
-1.12028,-0.166562,0.66818,-0.701453,-0.522968,0.282889,1.399896,1.191344,-0.066441,6
1.184984,-0.753729,1.489707,-1.293849,0.472391,-1.413154,0.053773,0.761178,0.410608,7
2.144374,-0.330073,0.760343,-1.302464,0.607958,-1.103882,-1.503585,0.53661,-0.372671,7
-0.266549,-2.10243,0.648942,-1.159829,-0.329921,0.564918,0.639725,-0.385751,0.814222,7
-1.089479,0.7778,-0.675898,0.133439,0.043695,0.574674,0.30837,-0.602031,0.271182,6
1.180789,0.722825,-0.039979,-1.404479,0.18925,-1.878221,-0.11341,0.225821,-0.194121,6
0.16951,-0.406383,0.220921,-0.807311,-0.910196,0.50643,0.298131,0.636223,0.491315,7
0.312359,-0.483026,0.165867,-0.776899,-0.868176,0.440883,0.359967,0.56565,0.486049,7
0.364351,1.43967,-1.37924,-1.315593,-0.298595,-2.157703,0.669976,-0.227942,-0.220671,6
1.688454,2.670365,-0.119947,-1.417203,-0.179342,-2.093944,-1.267889,-0.047542,0.403865,7
0.791515,1.203501,0.51252,-0.538575,0.868863,-0.581766,-0.39115,-0.01044,0.225232,7
-0.183192,-0.224045,0.461899,-0.84057,-0.863805,0.470987,0.285035,0.558064,0.229692,7
2.198096,-0.625254,-0.081012,-0.745897,0.368429,-1.822847,0.230473,0.591469,0.038546,6
2.213012,-0.26219,-0.091834,0.022494,0.996944,-0.714725,-0.093015,0.610695,-0.338449,8
3.223983,0.079543,-0.380697,0.053979,1.496792,0.199721,0.410245,1.56103,-0.14458,7
0.312359,-0.483026,0.165867,-0.776899,-0.868176,0.440883,0.359967,0.56565,0.486049,7
0.16951,-0.406383,0.220921,-0.807311,-0.910196,0.50643,0.298131,0.636223,0.491315,7
-0.183192,-0.224045,0.461899,-0.84057,-0.863805,0.470987,0.285035,0.558064,0.229692,7
0.791515,1.203501,0.51252,-0.538575,0.868863,-0.581766,-0.39115,-0.01044,0.225232,7
1.202296,-0.827525,-0.304072,-0.315213,-0.343469,0.961944,0.306938,0.183944,0.418605,7
1.766527,-0.107042,-0.879558,-0.104599,-0.581887,0.005655,0.212151,0.395595,-0.601638,6
1.542733,-0.510914,-0.090126,-0.674389,0.635298,-1.836435,0.037127,-0.092299,-0.135703,6
2.093795,2.191359,0.085072,-1.42459,0.146458,-2.314244,-1.221387,0.292714,0.253634,7
-4.022235,-0.152872,-1.052477,-0.357281,0.061953,0.490265,0.017152,1.817427,-0.51669,6
-0.718552,0.540233,-0.441728,0.933504,0.006166,-0.601344,0.841113,-0.618714,-0.97141,5
1.496151,-0.183556,-0.423152,-0.709123,-0.202617,0.161303,-0.341707,0.378285,0.274909,6
2.201024,-0.68271,-0.369602,-0.705325,0.159653,-0.241121,-0.238632,0.397042,0.131948,6
-0.610999,-0.868182,-0.73333,-0.741763,-0.826507,0.958036,0.318633,1.241693,0.70434,6
-0.53523,-1.548553,2.728088,-0.525056,0.149335,1.403538,-1.569645,1.254683,0.93976,6
1.365298,0.539885,0.5658,-1.126787,0.416524,-2.103052,-0.066163,0.793355,-0.097694,6
1.092744,-0.874456,0.181311,-1.007064,-0.266538,-0.68133,0.313736,0.744438,0.420908,8
1.007211,-1.535471,1.048339,-0.914429,0.429593,0.703722,0.080047,0.581213,-0.138958,6
1.186933,-3.129654,1.530752,-0.843976,-0.069739,1.120363,-0.661577,0.054995,1.067495,6
1.264669,-0.111015,0.594324,0.715128,-0.825687,1.335248,-0.510481,-0.58758,0.165502,4
-0.11519,-1.1144,3.714611,1.204114,2.630079,-0.637738,-0.088804,-1.090127,-0.899229,5
-0.53523,-1.548553,2.728088,-0.525056,0.149335,1.403538,-1.569645,1.254683,0.93976,6
-0.610999,-0.868182,-0.73333,-0.741763,-0.826507,0.958036,0.318633,1.241693,0.70434,6
1.033521,4.271081,-1.827082,0.316891,-0.139759,-0.160796,-0.567563,-0.96894,0.539023,7
-0.963584,-0.190062,1.015877,-1.013477,0.442552,0.156383,0.630045,-0.017204,0.448376,5
-0.174216,-0.684692,-0.773249,0.359531,-0.426849,0.910718,0.164318,-0.372834,0.33783,6
-0.042166,-0.431725,1.830386,-0.871864,1.780303,0.85213,-0.796917,0.636698,0.691039,8
-0.042166,-0.431725,1.830386,-0.871864,1.780303,0.85213,-0.796917,0.636698,0.691039,8
1.729054,-0.232697,-1.346746,0.207774,-1.211147,0.838055,-1.000946,-0.569352,-0.153236,5
-1.269229,-0.30598,-0.76742,0.039548,-0.058096,0.473596,-0.460463,0.202609,-0.707483,6
-0.191989,1.23223,-0.532076,1.007957,0.362303,0.50349,-0.354755,-1.108392,-0.032337,5
-2.700359,1.20065,-0.008966,-0.73216,0.415797,0.797778,-1.053069,0.76484,0.012381,6
1.407846,-0.70824,-1.184148,-0.6037,0.262746,-0.620116,0.070504,1.086555,-0.732761,6
-2.53401,0.956787,0.639912,-1.029404,-0.579068,-0.605098,0.187011,0.110741,-0.51543,6
-0.699448,0.411216,-0.037883,-1.31699,-1.056377,-0.851895,-0.63495,0.572019,0.718323,5
-2.700359,1.20065,-0.008966,-0.73216,0.415797,0.797778,-1.053069,0.76484,0.012381,6
-0.793412,0.15145,0.915737,-0.132165,-0.487527,1.35572,-0.331925,1.272888,0.027247,6
0.929343,0.217196,-0.402922,-0.184265,-1.499797,1.11342,0.929157,1.233292,-0.85122,6
0.752614,-1.221638,-1.938705,-0.517185,0.439815,-1.435246,-0.291784,-0.421444,0.126603,5
1.524993,-0.685492,-1.743255,-0.626899,0.395791,-0.051562,0.292491,0.231355,-0.330405,6
